title,pos_score_OL,neg_score_OL,pos_score_MPQA,neg_score_MPQA,pos_score_LIWC,neg_score_LIWC,pos_score_ANEW,neg_score_ANEW,length,date,country,continent
War of Attrition,3.2016,4.1553,6.3351,5.5177,3.0654,3.2698,1.2393,1.2074,1468,1967-07-01,,
2004 Haitian coup d'état,4.6803,5.3863,9.1386,6.2134,4.7206,2.9857,2.2008,0.4167,4957,2004-02-29,,
Battle of Seven Oaks,2.2609,3.6522,4.0,3.8261,3.3043,1.913,2.2326,0.9378,575,1816-06-19,Canada,North America
Italian Campaign (World War II),3.8182,3.8909,6.7636,5.8182,3.9273,3.0909,1.5322,0.4739,2750,1943-07-10,,
North African Campaign,3.3641,3.8259,6.1016,5.2441,3.1662,2.5066,1.0204,0.4072,3032,1940-06-10,,
Second Italo-Ethiopian War,3.8586,4.658,6.2567,7.3789,3.4743,2.9977,1.2807,1.5659999999999998,6505,1935-10-03,,
Battle of Łódź (1914),5.9211,6.5789,17.7632,5.9211,9.8684,3.9474,1.7566,0.6661,152,1914-12-06,,
Brusilov Offensive,3.2828,6.5025,5.1136,8.1439,2.904,5.2399,1.0156,1.1733,1584,1916-09-20,,
Sicilian Vespers,1.9386,2.7464,4.3619,3.2310000000000003,2.7464,1.7771,1.2314,0.2472,619,1282-04-28,,
Battle of Tsushima,3.7646,4.6107,6.2661,7.0264,3.6542,5.9105,1.7611,1.2737,8155,1905-05-28,,
Siege of Port Hudson,2.8571,2.8571,4.2857,1.4286,1.4286,2.8571,0.2571,0.0,70,1863-05-22,United States,North America
"Swedish general election, 2002",12.5,0.0,12.5,0.0,0.0,0.0,0.0,0.0,8,2002-09-15,,
Battle of the Yalu River (1894),6.1538,0.7692,10.0,1.5385,3.8462,0.0,1.9385,0.0692,130,1894-09-17,,
First Sino-Japanese War,2.3403,3.0543,4.879,8.1714,2.8560000000000003,5.2360000000000015,1.1121,3.4059,2521,1895-04-17,,
Battle of Solferino,3.1792,2.8902,5.7803,3.1792,4.0462,2.3121,1.9798,0.69,346,1859-06-24,Italy,Europe
Battle of Adwa,4.312,5.0244,7.0116,7.4616,3.637,4.0495,1.0507,0.8477,2667,1896-03-01,Ethiopia,Africa
Battle of San Jacinto,3.5977,4.2584,6.2408,6.2408,3.3774,3.0103,1.3633,0.9172,1362,1836-04-21,United States,North America
"Greek legislative election, 2004",5.7522,1.7699,6.1947,1.3274,3.5398,0.4425,1.0907,0.0,226,2004-03-07,,
October Revolution,3.4152,4.5280000000000005,6.1013,5.3722,3.2617,1.9186,0.9913,0.2999,2606,1917-11-08,,
USS Panay incident,4.0816,4.2386,7.6923,6.1224,4.5526,3.1397,1.1707,0.6299,637,1937-12-12,,
"New Democratic Party leadership election, 2003",4.6414,0.8439,7.172999999999999,0.8439,3.3755,0.4219,0.8861,0.0,237,2003-01-25,,
Lebanese Civil War,3.6604,4.4906,6.8868,5.9811,3.2075,2.4717,1.0397,0.7589,5300,2005-04-30,,
Battle of the Chesapeake,5.7221,4.3597,8.7193,4.9046,4.0872,3.5422,1.3971,0.5933,367,1781-09-05,,
"Spanish general election, 2004",3.8429,3.1746,6.3492,4.7619,3.5923,1.6708,1.2536,0.2479,1197,2004-03-14,,
"United States presidential election, 1972",3.8035,2.2187,6.9731,2.6941,3.645,1.9017,0.914,0.0919,631,1972-11-07,,
Battle of Monte Cassino,3.7849,3.3626,6.0104,5.0845,3.2814,2.8103,1.3956,0.4853,6156,1944-05-18,Italy,Europe
Battle of Isandlwana,5.6082,3.7873,9.1406,5.8995,4.5157,4.0058,1.5259,0.6677,2746,1879-01-22,South Africa,Africa
Second Barbary War,3.8835,3.8835,8.2524,5.0971,3.3981,1.4563,1.5243,0.0,412,1815-06-19,,
Cod Wars,3.6043,3.972,5.9949,5.5903,3.641,2.1699,1.365,0.8042,2719,1976-06-01,,
Dunkirk evacuation,4.6512,4.2563,7.7519,5.8944,3.876,2.8375,2.2037,0.4846,6837,1940-06-03,France,Europe
First Opium War,3.6552,4.2897,6.1931,5.9034,3.2138,2.7586,1.2337,0.9772,7250,1839-08-29,,
"Spanish general election, 2000",0.0,11.1111,0.0,11.1111,0.0,0.0,0.0,0.0,27,2000-03-12,,
Convoy PQ 17,3.2301,3.3369,5.2322,4.1377,2.803,2.6962,1.1734,0.3151,3746,1942-07-10,,
Battle of Alexandria,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,2,1801-03-21,Egypt,Africa
First Battle of Gaza,3.9216,3.5948,6.7538,4.793,3.0501,1.9608,0.7734,0.268,918,1917-03-26,,
Eastern Front (World War II),5.1382,5.8701,8.253,8.3345,3.8868,4.8073,1.8171,1.8879,62571,1941-06-22,,
"Indian general election, 2004",8.0645,3.2258,11.828,3.7634,5.3763,0.0,1.5081,0.0,186,2004-05-10,,
"Malaysian general election, 2004",3.2787,3.2787,6.2295,3.9344,5.2459,0.6557,1.4279,0.191,305,2004-03-21,,
Battle of Towton,3.7736,5.5256,5.5256,6.0647,2.8976,1.9542,0.8839,0.715,1484,1461-03-29,United Kingdom,Europe
Battle of Five Forks,3.4483,1.7241,5.1724,0.8621,3.4483,0.8621,1.597,0.0,116,1865-04-01,United States,North America
Battle of Copenhagen (1801),4.7485,5.8954,7.4044,7.2233,3.7425,3.8028,1.9138,0.9602,4970,1801-04-02,Denmark,Europe
Balkan Wars,3.4099,4.6433,6.0943,5.4172,3.1197,2.4184,2.0848,0.3414,4135,1912-10-08,,
Battle of Harpers Ferry,13.3333,0.0,13.3333,0.0,0.0,0.0,0.0,0.0,15,1862-09-15,United States,North America
Second Sino-Japanese War,4.2779,4.8929,7.5516,7.5788,3.7418,4.2534,1.6612,1.3244,36747,1937-07-07,,
Battle of the Alamo,4.3427,4.3625,7.8789,5.5853,3.8998,2.8885,1.7512,0.8879,15129,1836-03-06,United States,North America
Turkish War of Independence,4.0935,5.6307,8.2836,8.6261,3.8739,4.6557,1.6408,1.8913,11384,1919-05-19,,
Bataan Death March,3.4848,7.0721,6.0813,9.0536,3.5873,4.5781,1.4851,1.7042,2927,1942-04-09,,
Battle of Ludford Bridge,5.2632,5.2632,10.5263,5.2632,5.2632,0.0,0.0,0.0,19,1459-10-12,United Kingdom,Europe
"Australian federal election, 2004",3.5714,0.7143,8.5714,1.4286,6.4286,1.4286,1.9196,0.0,140,2004-10-09,,
Battle of Losecoat Field,0.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,2,1470-03-12,United Kingdom,Europe
Operation Ostra Brama,6.1355,5.8913,8.8828,9.5543,4.2735,4.6398,2.7647,0.5736,3276,1944-07-15,Lithuania,Europe
Argentina v England (1986 FIFA World Cup),4.8260000000000005,4.0965,8.5297,4.9944,5.0505,3.0303,1.3822,0.2172,1782,1986-06-22,,
"Algerian presidential election, 2004",2.381,0.0,9.5238,0.0,0.0,0.0,1.256,0.0,42,2004-04-08,,
French invasion of Russia,4.3056,4.1563,6.7198,5.7367,3.4345,2.9866,1.5875,0.5481,8036,1812-12-14,,
Battle of Culloden,4.2044,4.1138,6.5422,5.9986,3.6607,2.9902,1.6012,0.5182,5518,1746-04-16,United Kingdom,Europe
"Norwegian parliamentary election, 2001",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2001-09-10,,
"South Korean legislative election, 2004",3.0769,3.0769,10.7692,4.6154,7.6923,4.6154,3.0654,0.0,65,2004-04-15,,
Cambodian Civil War,4.1683,3.3113,6.8173,4.1293,3.8956,1.2466,1.1807,0.4578,2567,1967-03-11,,
Doolittle Raid,3.4274,3.4973,5.5258,4.36,2.9611,2.0518,1.4273,0.6034,4289,1942-04-18,,
"Canadian federal election, 1980",7.2917,1.5625,10.6771,1.5625,5.9896,0.5208,0.9316,0.0,384,1980-02-18,,
"South African general election, 2004",4.3137,4.7059,6.6667,6.2745,5.4902,2.3529,2.5696,0.0098,255,2004-04-14,,
Sino-Indian War,3.7333,5.1183,6.5718,7.35,3.2568,4.0178,1.4671,1.3727,29170,1962-11-21,,
Battle of Clontarf,4.581,2.4581,6.7039,4.1341,3.1285,1.2291,1.6796,0.2257,895,1014-04-23,,
"United States presidential election, 1808",6.5089,5.9172,10.0592,4.7337,7.1006,3.5503,1.2811,0.6391,169,1808-12-07,,
The Blitz,3.4036,3.4149,6.3564,4.0122,3.4825,1.7131,1.2618,0.3472,8873,1941-05-21,,
Battle of Chancellorsville,3.2183,2.9469,5.3897,3.606,2.753,1.2796,1.2558,0.2219,2579,1863-05-06,United States,North America
"Austrian presidential election, 2004",2.8986,1.4493,8.6957,2.8986,7.2464,1.4493,1.3986,0.0,69,2004-04-25,,
Bukovina,4.6264,4.5522,8.2978,5.776,4.6356,2.6423,1.7231,0.4136,10786,1918-11-12,,
"Danish general election, 1994",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,1994-09-21,,
Battle of Tewkesbury,5.1903,4.4983,8.9965,6.5744,6.9204,2.0761,0.4905,0.5787,289,1471-05-04,United Kingdom,Europe
"Canadian federal election, 1974",8.6849,1.2407,11.1663,1.2407,4.9628,0.0,0.6514,0.0,403,1974-07-08,,
Battle of Puebla,6.4607,4.9860000000000015,9.1292,8.427,4.5646,4.073,1.7258,0.4178,1424,1862-05-05,Mexico,North America
Battle of Tali-Ihantala,4.4827,5.1442,7.2185,7.4562,3.9368,4.7588,1.433,0.7236,15571,1944-07-09,Russia,Europe
Iran hostage crisis,2.9582,4.7271,5.6877,5.3522,2.8515,2.4398,1.1378,0.5019,6558,1979-11-04,,
2001 Nisqually earthquake,1.897,2.9810000000000003,4.607,2.9810000000000003,2.9810000000000003,0.271,1.1673,0.1836,369,2001-02-28,United States,North America
"Philippine Senate election, 2004",4.1667,4.0278,6.8056,4.8611,3.8889,1.3889,1.2375,0.3868,720,2004-05-10,,
"European Parliament election, 2004",4.4618,4.0018,7.5897,4.6458,6.1178,2.2539,2.4236,0.2191,2174,2004-06-13,,
Easter Offensive,5.2273,2.3864,6.3636,3.8636,3.75,1.3636,2.094,0.4207,880,1972-10-22,,
Invasion of Poland,4.0249,5.2882,7.4352,8.4861,3.9513,4.6282,1.3969,1.2828,35305,1939-10-06,,
"London mayoral election, 2000",2.2727,0.0,6.8182,4.5455,0.0,0.0,1.3239,0.0,44,2000-05-04,,
"London mayoral election, 2004",3.5088,4.386,6.1404,4.386,3.5088,1.7544,0.9693,0.0,114,2004-06-10,,
Sino-Soviet border conflict,3.087,3.6015,4.1160000000000005,3.8821,2.1048,1.0758,1.2909,0.6993,2138,1969-09-11,,
Falaise Pocket,4.4955,4.4088,7.4588,6.417999999999998,3.9751,3.0211,1.379,0.7102,6918,1944-08-21,France,Europe
Battle of Kulikovo,3.9815,3.3333,5.9259,4.4444,3.8889,2.037,1.5442,0.2354,1080,1380-09-08,Russia,Europe
War in Darfur,3.7867,5.7762,6.9567,7.0562,3.5413,2.5201,1.3853,0.8445,15079,2003-02-26,,
NATO bombing of Yugoslavia,3.6727,5.7687,6.9899,6.6527,3.3993,3.8458,1.5212,1.2195,10973,1999-03-24,,
1973 Chilean coup d'état,4.5491,4.6797,7.8028,5.7642,4.5792,2.1089,1.3537,0.4983,9958,1973-09-11,,
Grierson's Raid,7.1429,1.4286,12.8571,2.8571,7.1429,1.4286,4.3429,0.2393,70,1863-04-17,United States,North America
Battle of Vyšehrad,2.2388,2.2388,5.2239,2.2388,2.2388,0.7463,1.431,0.0,134,1419-08-16,Czech Rep.,Europe
1982 Lebanon War,3.4816,4.2916,6.6292,6.1177,2.97,3.2542,1.374,1.2394,14074,1982-06-06,,
Battle of Point Pleasant,0.5747,4.023,5.7471,4.5977,4.023,2.2989,1.1638,0.6063,174,1774-10-10,United States,North America
Siege of Leningrad,3.7248,5.5703,6.6219,7.588999999999999,3.5601,3.5010000000000003,1.9167,1.0734,23679,1941-09-08,Russia,Europe
Battle of Cold Harbor,5.3495,4.9215,7.6320000000000014,5.7775,3.9943,2.8531,1.8352,0.8479,1402,1864-06-12,United States,North America
Atomic bombings of Hiroshima and Nagasaki,4.5424,8.0438,8.6583,10.3842,4.0698,5.1855,2.0026,2.6858,136689,1945-08-09,Japan,Asia
"European Parliament election, 2004 (United Kingdom)",1.8116,1.2681,3.0797,1.6304,2.5362,1.087,0.7192,0.0616,552,2004-06-10,,
"Chilean presidential election, 1970",4.4706,2.1176,7.0588,3.4118,3.7647,1.4118,1.2497,0.1247,850,1970-09-04,,
Battle of Nineveh (627),2.8571,5.7143,2.8571,8.5714,0.0,2.8571,0.6786,0.0,35,0627-12-12,,
Battle of Stoke Field,3.6697,5.5046,7.3394,7.3394,0.0,1.8349,1.9381,0.0,109,1487-06-16,United Kingdom,Europe
1953 Iranian coup d'état,4.876,5.9461,8.6677,7.1001,4.6115,3.2779,1.9559,0.8370000000000001,91858,1953-08-19,,
1993 Russian constitutional crisis,4.13,3.9834,7.4536,4.8387,4.4966,2.6882,1.2571,0.5351,4092,1993-10-04,,
French Revolutionary Wars,5.8439,5.1134,8.7201,7.32,4.5351,4.9155,1.5495,1.0209,6571,1792-04-20,,
"European Parliament election, 2004 (Czech Republic)",0.0,2.1739,0.0,6.5217,0.0,0.0,0.7065,0.0,46,2004-06-12,,
1966 FIFA World Cup Final,4.8797,5.4026,8.8184,7.459,4.3569,1.917,2.3002,0.365,2869,1966-07-30,,
Battle of Kock (1939),7.2674,3.1977,10.4651,4.9419,7.5581,3.1977,2.1897,0.6141,344,1939-10-05,Poland,Europe
"Canadian federal election, 1979",7.4336,2.1239,10.2655,2.1239,5.1327,0.885,0.9947,0.0,565,1979-05-22,,
Battles of Khalkhin Gol,4.5108,5.1724,6.7963,6.9166,3.5886,4.1099,1.4125,0.6955,4988,1939-05-11,Mongolia,Asia
Iranian Embassy siege,3.9831,3.0175,7.1817,3.9228,3.8624,1.2674,1.1821,0.2314,1657,1980-05-05,United Kingdom,Europe
Battle of Eylau,1.9417,2.589,4.315,3.452,1.9417,1.4024,1.3333,0.3697,927,1807-02-08,Russia,Europe
"European Parliament election, 2004 (France)",4.5455,0.0,4.5455,4.5455,4.5455,0.0,2.4318,0.0,22,2004-06-13,,
Port Chicago disaster,3.5576,3.7123,6.3225,4.5824,2.9776,1.6435,1.1585,0.5592,5172,1944-07-17,United States,North America
Mexican War of Independence,3.1566,4.0404,7.4495,5.6818,3.6616,2.7778,1.2481,0.9141,792,1810-09-16,,
Battle of Milne Bay,4.9843,2.7282,7.2928,3.4627,4.2497,1.7838,1.4542,0.1811,1906,1942-09-07,,
"Leicester South by-election, 2004",3.1496,3.1496,7.874,3.1496,6.2992,3.1496,3.1358,0.3484,127,2004-07-15,,
Japanese invasions of Korea (1592–98),4.3732,3.7284,7.6006,7.0316,3.8644,4.2333,1.5945,1.6112,51496,1592-05-23,,
"United Kingdom local elections, 2004",3.7975,2.5316,3.7975,1.2658,3.7975,1.2658,0.6582,0.0,79,2004-06-10,,
"United States presidential election, 1820",2.1713,3.0157,5.9107,3.3776,3.1363,1.4475,0.4798,0.1701,829,1820-12-06,,
"Canadian federal election, 1988",8.8968,1.7794,11.3879,2.1352,4.9822,0.7117,1.0907,0.2304,281,1988-11-21,,
March on Rome,3.5032,4.7771,7.0064,5.0955,5.0955,0.6369,1.1385,0.0,314,1922-10-29,,
"United Kingdom general election, 1983",6.6232,5.8126,12.5939,7.928,6.6429,3.0051,2.3157,0.4703,5058,1983-06-09,,
Spring Offensive,3.6481,4.2918,5.7225,5.4363,3.0043,2.2175,1.2725,0.5935,1398,1918-07-18,France,Europe
Third Taiwan Strait Crisis,2.963,5.1852,6.2963,5.1852,5.1852,1.8519,0.8722,0.4037,270,1995-07-21,,
Sri Lankan Civil War,3.2732,3.2113,6.2544,4.4144,3.4678,3.0255,0.9347,0.8641,11304,1983-07-23,,
Battle of Atlanta,4.6205,3.7954,7.4257,5.1155,5.6106,2.9703,1.8692,0.9035,606,1864-07-22,United States,North America
War of the Oranges,6.25,2.0833,10.4167,2.0833,10.4167,0.0,0.7917,0.0,48,1801-06-09,,
Battle of Quatre Bras,4.7703,4.523,6.9258,6.8551,2.9329,3.9929,1.639,0.4606,2830,1815-06-16,Belgium,Europe
Battle of Méribel,1.3333,1.3333,5.3333,9.3333,0.0,6.6667,0.13,0.58,75,1793-09-13,France,Europe
Siege of Yorktown,3.642,2.9657,6.0874,4.4745,3.7461,2.1852,1.0935,0.5822,1922,1781-10-19,United States,North America
"European Parliament election, 1999 (United Kingdom)",1.4085,2.8169,4.2254,2.8169,4.2254,1.4085,1.4366,0.0,71,1999-06-10,,
"Canadian federal election, 1993",2.1142,3.1712,4.6512,4.2283,3.1712,2.7484,0.4197,0.481,473,1993-10-25,,
Battle of the Nile,5.812,2.1368,8.4615,2.735,4.5299,0.8547,1.0442,0.0936,1170,1798-08-03,Egypt,Africa
Western Front (World War II),5.2107,4.6954,8.3105,7.9116,3.8311,4.3547,1.8293,1.6711,12033,1939-09-01,,
"United States presidential election, 1992",2.6151,3.1836,4.548,3.9227,2.8994,2.1035,1.4925,0.2192,1759,1992-11-03,,
Battle of Nördlingen (1645),20.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,5,1645-08-03,Germany,Europe
Battle of Alcácer Quibir,3.7199,3.9387,8.5339,6.1269,5.4705,1.5317,1.198,0.1171,457,1578-08-04,Morocco,Africa
Battle of Sari Bair,8.6207,0.0,10.3448,1.7241,6.8966,0.0,0.0,0.0,58,1915-08-21,,
Battle of Gibraltar (1607),2.7778,4.8611,9.7222,4.8611,6.9444,4.8611,1.8889,0.0,144,1607-04-25,Spain,Europe
Battle of Narva (1700),5.4702,3.3589,7.6775,4.1267,4.2226,1.1516,1.4489,0.6339,1042,1700-11-30,Russia,Europe
Prayer Book Rebellion,2.3182,3.5827,5.2687,5.058,2.7397,2.529,1.025,0.3419,949,1549-06-06,,
Battle of Liège,4.2528,4.9616,7.087999999999999,5.0207,3.4849,2.3036,1.6215,0.6595,1693,1914-08-16,Belgium,Europe
Battle of Albuera,4.6675,3.8001,7.1045,6.299,4.399,2.4577,1.7629,0.521,4842,1811-05-16,Spain,Europe
Battle of Stiklestad,4.3732,4.3732,5.8309,5.2478,4.3732,1.7493,1.602,0.6472,343,1030-07-29,Norway,Europe
1991 Soviet coup d'état attempt,3.824,4.3703,7.1927,5.129,3.8543,2.2458,1.0808,0.3356,3295,1991-08-21,,
Battle of Kapyong,3.3898,2.7916,5.3838,2.991,3.1904,1.2961,1.0857,0.1239,1003,1951-04-25,Korea,Asia
Battle of the Imjin River,4.1612,4.1985,6.8856,7.6507,3.0789,5.2435,2.3476,0.5665,5359,1951-04-25,Korea,Asia
Austro-Prussian War,3.5994,3.495,6.7293,4.434,3.3907,1.8779,1.04,0.1978,1917,1866-08-23,France,Europe
Battle of Manzikert,3.8823,4.7381,7.5558,7.2636,3.8823,3.8823,1.2351,0.8004,4791,1071-08-26,Turkey,Asia
1923 Great Kantō earthquake,2.4078,5.7938,5.6433,6.3958,2.9345,2.4078,1.1828,1.0986,1329,1923-09-01,Japan,Asia
Siege of Fort Ticonderoga (1777),2.3529,5.8824,2.3529,9.4118,0.0,5.8824,0.1618,0.8735,85,1777-07-06,United States,North America
Sword Beach,6.9364,4.9133,9.8266,4.6243,6.6474,2.8902,2.4335,0.3663,346,1944-06-06,France,Europe
"United Kingdom general election, 1852",2.9358,2.7523,7.1560000000000015,3.4862,2.2018,1.8349,1.3757,0.1023,545,1852-07-31,,
Battle of Mohács,2.3986,3.4837,4.0548,4.9115,2.9697,2.3986,1.0661,0.5481,1751,1526-08-29,Hungary,Europe
Football War,3.5562,2.845,4.7653,4.3385,2.9872,2.0626,1.393,0.7251,1406,1969-07-18,,
Battle of Kulm,11.7647,2.2059,12.5,5.8824,4.4118,2.9412,3.193,0.0,136,1813-08-30,Czech Rep.,Europe
Battle of Omdurman,4.5342,3.9571,8.1616,5.1937,4.5342,2.5556,2.2661,0.4359,1213,1898-09-02,Sudan,Africa
Beslan school siege,3.6781,7.4752,7.4676,8.4428,3.9085,5.855,1.8564,3.2296,26046,2004-09-03,Russia,Europe
Battle of the Java Sea,4.0052,4.7804,4.7804,4.7804,3.7468,2.7132,0.99,0.5720000000000001,774,1942-02-27,,
Battle of the Boyne,4.2228,4.284,6.5483,5.1408,2.8764,3.3048,1.4168,0.4712,1634,1690-07-01,Ireland,Europe
Battle of New Bern,1.8018,1.8018,2.7027,1.8018,0.9009,0.0,0.1464,0.0,111,1862-03-14,United States,North America
Battle of Lissa (1866),4.2056,2.8972,7.7103,4.5327,4.2991,2.1963,1.5585,0.271,2140,1866-07-20,,
Baltimore riot of 1861,4.1594,3.2929,6.5858,3.2929,2.5997,1.3865,0.867,0.5563,577,1861-04-19,,
Battle of Orsha,3.0338,2.8005,5.3676,3.6173,2.5671,1.2835,0.7337,0.4889,857,1514-09-08,,
"United States presidential election, 1816",4.0984,4.918,9.0164,4.918,6.5574,1.6393,0.8811,1.1557,122,1816-12-04,,
Second Congo War,4.2173,4.1214,7.7636,6.4856,3.8658,4.6645,1.6361,2.1434,3130,1998-08-02,,
Battle of Arsuf,4.7821,3.8257,6.4825,4.6759,2.6567,2.4442,1.547,0.2396,941,1191-09-07,Israel,Asia
Battle of Stirling Bridge,3.3149,8.011000000000001,8.011000000000001,8.8398,4.9724,3.3149,1.5407,0.8211,362,1297-09-11,United Kingdom,Europe
Battle of Ad Decimum,0.0,0.0,6.25,0.0,0.0,0.0,0.1719,0.0,16,0533-09-13,Tunisia,Africa
"Hong Kong legislative election, 2004",7.5829,2.8436,8.5308,4.7393,6.1611,1.8957,2.077,0.0,211,2004-09-12,,
"Alberta general election, 2004",4.9822,3.9146,7.4733,5.516,3.9146,2.669,2.4524,0.5231,562,2004-11-22,,
"Canadian federal election, 1997",2.0,2.6667,6.6667,4.6667,6.0,2.0,0.985,0.3133,150,1997-06-02,,
Battle of Guantánamo Bay,2.7875,3.1359,4.878,3.8328,2.7875,2.439,0.6516,0.2256,287,1898-06-10,Cuba,North America
South-East Asian theatre of World War II,2.4354,2.4354,4.5756,5.0923,3.0996,3.2472,0.8461,1.3347,1355,1941-12-08,,
Indo-Pakistani War of 1965,3.5615,3.5011,6.0123,4.8171,3.7124,2.8854,1.0619,1.0218,16566,1965-09-23,,
First Battle of Fallujah,3.6831,6.5327,7.0625,8.3549,3.3536,4.9754,1.8293,1.4872,15476,2004-05-01,Iraq,Asia
November Uprising,6.0606,0.6061,7.8788,2.4242,6.6667,0.0,0.3182,0.0,165,1830-11-29,,
"Canadian federal election, 1930",1.6667,6.6667,1.6667,1.6667,0.0,1.6667,1.1458,0.8917,60,1930-07-28,,
Battle of Cedynia,0.9852,3.4483,0.9852,2.9557,0.9852,1.4778,0.8251,0.319,203,0972-06-24,,
German Revolution of 1918–19,2.2913,3.4175,4.2330000000000005,3.767,2.0194,1.7087,0.7229,0.2583,2575,1918-11-09,,
Battle of Pollilur (1780),3.3333,5.0,6.6667,7.2222,2.7778,2.2222,2.1347,0.8292,180,1780-09-10,,
Indian Rebellion of 1857,4.6169,5.1175,9.0722,7.5726,4.5221,4.0962,2.0214,1.2984,89692,1857-05-10,,
Battle of the Dunes (1658),3.4810000000000003,2.3734,6.3291,3.0063,3.7975,1.4241,1.0309,0.3948,632,1658-06-14,France,Europe
Withdrawal of U.S. troops from Iraq,2.0356,2.0356,5.8524,2.799,3.8168,1.2723,1.2144,0.2595,393,2011-12-18,,
Battles of Lexington and Concord,3.4262,2.5887,5.2535,4.1115,3.0303,2.5582,1.3714,0.3834,6567,1775-04-19,United States,North America
"Ontario general election, 2007",4.6923,3.5137,7.8787,4.7141,5.6089,1.615,2.2302,0.1875,4582,2007-10-10,,
"Irish presidential election, 2004",4.1667,6.9444,4.1667,4.1667,4.1667,4.1667,1.3438,0.0,72,2004-10-22,,
"Slovenian parliamentary election, 2004",3.0303,3.0303,9.0909,3.0303,6.0606,0.0,0.0833,0.0,33,2004-10-03,,
Belgian Revolution,3.8108,3.548,5.7819,4.7306,2.3653,1.8397,1.2714,0.3308,761,1830-08-25,,
United States invasion of Panama,5.1893,5.2646,8.8314,6.9556,4.3952,3.1697,2.349,0.8353,14607,1990-01-31,,
Western Desert Campaign,4.9754,2.9557,6.6995,4.0887,3.5961,1.4286,1.2264,0.2403,2030,1940-06-11,Egypt,Africa
Battle of Karbala,3.8807,4.0519,6.6201,4.8081,3.9021,2.6109,1.4921,0.477,14018,0680-10-10,Iraq,Asia
Sand Creek massacre,3.5552,6.8316,6.7619,8.2607,2.9976,4.4615,1.8367,1.0883,2869,1864-11-29,United States,North America
Grattan massacre,3.3241,7.4792,4.7091,9.6953,1.9391,2.4931,2.126,1.6717,361,1854-08-19,,
Battle of Perryville,2.1333,1.6,5.0667,1.3333,3.7333,2.6667,0.9287,0.0407,375,1862-10-08,United States,North America
Wuchang Uprising,4.6875,7.8125,9.375,9.375,3.125,7.8125,1.4805,0.4844,64,1911-12-01,,
Old Zürich War,11.2988,5.8078,14.8891,7.7086,10.0317,2.9567,1.9562,0.5335,947,1440-11-02,,
Sino-Vietnamese War,5.1868,4.9604,7.9963,7.0804,3.5299,4.4252,1.8379,1.7938,9717,1979-03-16,,
Operation Days of Penitence,4.2006,7.2727,8.2759,8.7774,5.2038,3.6364,1.358,1.5752,1595,2004-10-16,,
Battle of Wakefield,2.6549,1.7699,6.1947,3.5398,5.3097,1.7699,1.6659,0.0,113,1460-12-30,United Kingdom,Europe
Operation Storm,4.0051,5.0162,7.1562,6.4788,3.0431,2.4934,1.2155,0.6271,10187,1995-08-07,Croatia,Europe
Battle of Valmy,5.4878,4.878,7.3171,7.3171,6.0976,2.439,2.003,0.0,164,1792-09-20,France,Europe
Capture of Fort Ticonderoga,4.1667,3.3854,7.0312,5.2083,3.125,3.3854,1.7663,0.0,384,1775-05-10,United States,North America
Battle of Leipzig,5.0,3.2759,6.9828,4.0517,4.6552,1.7241,1.5903,0.2164,1160,1813-10-19,Germany,Europe
Battle of Navarino,2.1108,3.2542,4.3975,4.0457,2.3747,2.5506,0.5985,1.1293,1137,1827-10-20,Greece,Europe
War of the Pacific,4.7727,5.4197,8.3854,7.8978,4.4686,4.8249,1.4624,1.6365,74654,1904-10-20,,
"United States presidential election, 1936",2.0,1.6667,3.6667,3.3333,2.6667,0.6667,1.4942,0.0,300,1936-11-03,,
Aleutian Islands Campaign,2.9532,2.6477,4.7862,3.1568,2.7495,2.1385,0.7072,0.47,982,1942-06-03,,
"Saudi Arabian municipal elections, 2005",4.1667,5.5556,4.1667,8.3333,4.1667,4.1667,1.1215,0.0,72,2005-04-21,,
Georgian uprising on Texel,4.7554,3.6685,8.8315,5.8424,4.6196,3.3967,1.2385,0.4912,736,1945-05-20,,
Italo-Turkish War,1.9391,4.4321,3.8781,4.9861,3.3241,2.2161,0.9432,0.0,361,1911-09-29,,
Battle of Wavre,2.9779,3.6503,4.8031,4.2267,2.7858,1.3449,1.5005,0.3062,1041,1815-06-19,Belgium,Europe
"United States presidential election, 1824",2.5175,1.958,3.6364,2.5175,1.958,1.3986,0.7573,0.1472,715,1824-12-02,,
"New Zealand general election, 2005",4.4574,2.584,7.3643,3.6176,4.6512,1.1628,1.595,0.2497,1548,2005-09-17,,
Operation Ten-Go,3.5931,4.0486,6.7308,5.8198,2.4798,3.8462,2.7188,1.5167,1976,1945-04-07,,
Invasion of the Waikato,4.3496,5.1405,6.6181,6.1602,3.4131,3.5796,1.6707,0.4325,4805,1863-07-17,,
"United States presidential election, 1928",4.5673,3.8462,9.375,4.0865,7.4519,3.125,1.9183,0.2698,416,1928-11-06,,
Battle of Camden,4.375,3.125,6.875,5.0,3.125,3.125,0.9125,0.1609,160,1780-08-16,United States,North America
Battle of Moscow,4.1315,2.403,6.5767,4.0472,3.0354,1.8128,1.2807,0.459,2372,1942-01-07,Russia,Europe
